Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2024-11-22,Educational Analytics Platform,Learning Management,North America,United States,Dallas,228196,189192,Retail,2024-Q4,2024-11
2024-11-23,Skills Training Workshop,Learning Management,Asia Pacific,Singapore,Northeast,213871,242551,Direct Sales,2024-Q4,2024-11
2024-11-23,Educational Analytics Platform,Educational Content,North America,United States,San Diego,254805,238849,Mobile App,2024-Q4,2024-11
2024-11-23,Online Learning Platform,Training Programs,North America,Canada,Mississauga,332292,387797,Direct Sales,2024-Q4,2024-11
2024-11-23,Exam Proctoring System,Learning Management,Asia Pacific,Australia,Perth,208156,179080,Direct Sales,2024-Q4,2024-11
2024-11-23,Educational Video Series,Assessment Tools,Europe,United Kingdom,Birmingham,269031,277248,Partner,2024-Q4,2024-11
2024-11-24,Interactive Course Content,Research Platforms,Asia Pacific,Japan,Kawasaki,149319,173597,Mobile App,2024-Q4,2024-11
2024-11-24,Educational Video Series,Assessment Tools,Asia Pacific,Japan,Kawasaki,100178,123668,Mobile App,2024-Q4,2024-11
2024-11-24,Corporate Training Program,Learning Management,Europe,France,Bordeaux,210941,167301,Online,2024-Q4,2024-11
2024-11-25,Academic Research Database,Educational Content,North America,Mexico,Chihuahua,128130,144261,Wholesale,2024-Q4,2024-11
2024-11-25,Academic Research Database,Training Programs,Asia Pacific,Japan,Osaka,158580,124016,Direct Sales,2024-Q4,2024-11
2024-11-26,Educational Video Series,Assessment Tools,North America,Mexico,Juárez,194794,192045,Wholesale,2024-Q4,2024-11
2024-11-26,Student Assessment Tool,Educational Content,North America,Canada,Quebec City,370043,334866,Direct Sales,2024-Q4,2024-11
2024-11-26,Skills Training Workshop,Educational Content,Asia Pacific,Singapore,West,129074,147045,Online,2024-Q4,2024-11
2024-11-26,Corporate Training Program,Assessment Tools,North America,Canada,Edmonton,144182,178104,Online,2024-Q4,2024-11
2024-11-27,Skills Training Workshop,Assessment Tools,North America,Mexico,León,457443,366451,Direct Sales,2024-Q4,2024-11
2024-11-28,Student Assessment Tool,Assessment Tools,North America,Canada,Ottawa,146087,148259,Wholesale,2024-Q4,2024-11
2024-11-28,Interactive Course Content,Research Platforms,Asia Pacific,Australia,Gold Coast,240187,187026,Direct Sales,2024-Q4,2024-11
2024-11-28,Student Information System,Assessment Tools,Asia Pacific,Australia,Canberra,89620,97719,Online,2024-Q4,2024-11
2024-12-01,STEM Education Kit,Training Programs,Europe,United Kingdom,Leeds,286402,216049,Direct Sales,2024-Q4,2024-12
2024-12-01,Virtual Classroom Software,Research Platforms,North America,Canada,Montreal,159749,149402,Wholesale,2024-Q4,2024-12
2024-12-02,Library Management System,Assessment Tools,Europe,United Kingdom,Edinburgh,63021,67672,Wholesale,2024-Q4,2024-12
2024-12-03,Educational Video Series,Research Platforms,Europe,France,Lille,195297,158464,Wholesale,2024-Q4,2024-12
2024-12-03,Skills Training Workshop,Research Platforms,North America,Canada,Calgary,214067,228773,Retail,2024-Q4,2024-12
2024-12-04,Exam Proctoring System,Training Programs,North America,Mexico,Guadalajara,182500,159989,Direct Sales,2024-Q4,2024-12
2024-12-04,Online Learning Platform,Assessment Tools,North America,United States,Dallas,125181,155303,Partner,2024-Q4,2024-12
2024-12-05,Student Assessment Tool,Assessment Tools,Europe,France,Lille,286041,205923,Direct Sales,2024-Q4,2024-12
2024-12-06,Corporate Training Program,Assessment Tools,Asia Pacific,Australia,Perth,126510,139108,Wholesale,2024-Q4,2024-12
2024-12-06,Online Learning Platform,Assessment Tools,North America,United States,Chicago,126896,132305,Online,2024-Q4,2024-12
2024-12-07,STEM Education Kit,Training Programs,Europe,United Kingdom,Glasgow,137723,144675,Wholesale,2024-Q4,2024-12
2024-12-08,Language Learning App,Research Platforms,Asia Pacific,Singapore,Central,64550,64232,Mobile App,2024-Q4,2024-12
2024-12-08,Educational Video Series,Educational Content,Asia Pacific,Japan,Sapporo,66932,61053,Wholesale,2024-Q4,2024-12
2024-12-08,Virtual Classroom Software,Research Platforms,Asia Pacific,Singapore,West,110427,95132,Mobile App,2024-Q4,2024-12
2024-12-08,Skills Training Workshop,Educational Content,Europe,France,Nice,73218,62588,Wholesale,2024-Q4,2024-12
2024-12-08,Interactive Course Content,Educational Content,Europe,United Kingdom,Glasgow,213648,233861,Wholesale,2024-Q4,2024-12
2024-12-08,Student Information System,Assessment Tools,Europe,United Kingdom,Cardiff,106191,129598,Direct Sales,2024-Q4,2024-12
2024-12-09,Interactive Course Content,Educational Content,Europe,France,Nice,356124,471152,Direct Sales,2024-Q4,2024-12
2024-12-09,Library Management System,Training Programs,Europe,United Kingdom,Manchester,191687,180280,Mobile App,2024-Q4,2024-12
2024-12-10,Interactive Course Content,Educational Content,Europe,France,Paris,123957,144573,Mobile App,2024-Q4,2024-12
2024-12-10,Interactive Course Content,Educational Content,Asia Pacific,Japan,Tokyo,87132,71771,Mobile App,2024-Q4,2024-12
2024-12-11,Language Learning App,Learning Management,North America,Canada,Mississauga,232891,191683,Retail,2024-Q4,2024-12
2024-12-11,Interactive Course Content,Training Programs,Asia Pacific,Australia,Sunshine Coast,166842,149360,Direct Sales,2024-Q4,2024-12
2024-12-11,STEM Education Kit,Research Platforms,North America,Mexico,Nezahualcóyotl,132684,120242,Partner,2024-Q4,2024-12
2024-12-12,Online Learning Platform,Research Platforms,North America,Canada,Winnipeg,228195,301091,Retail,2024-Q4,2024-12
2024-12-12,STEM Education Kit,Training Programs,Asia Pacific,Japan,Tokyo,187610,187232,Retail,2024-Q4,2024-12
2024-12-12,Online Learning Platform,Educational Content,North America,Canada,Toronto,103045,84822,Direct Sales,2024-Q4,2024-12
2024-12-12,STEM Education Kit,Research Platforms,Asia Pacific,Japan,Yokohama,147158,159760,Online,2024-Q4,2024-12
2024-12-12,Exam Proctoring System,Research Platforms,Asia Pacific,Japan,Yokohama,142603,161108,Wholesale,2024-Q4,2024-12
2024-12-12,Academic Research Database,Research Platforms,Asia Pacific,Singapore,North,256021,271429,Direct Sales,2024-Q4,2024-12
2024-12-13,Interactive Course Content,Educational Content,Europe,United Kingdom,Manchester,269848,190873,Partner,2024-Q4,2024-12
2024-12-14,Skills Training Workshop,Research Platforms,Asia Pacific,Singapore,East,70482,76489,Wholesale,2024-Q4,2024-12
2024-12-14,Corporate Training Program,Learning Management,North America,Canada,Montreal,166702,144478,Online,2024-Q4,2024-12
2024-12-14,Library Management System,Training Programs,Asia Pacific,Japan,Osaka,182384,180760,Retail,2024-Q4,2024-12
2024-12-15,Professional Certification Program,Training Programs,Asia Pacific,Japan,Fukuoka,209823,225606,Direct Sales,2024-Q4,2024-12
2024-12-15,Educational Analytics Platform,Training Programs,Asia Pacific,Singapore,Central,109407,91518,Wholesale,2024-Q4,2024-12
2024-12-16,Educational Analytics Platform,Educational Content,Asia Pacific,Japan,Saitama,67838,87822,Mobile App,2024-Q4,2024-12
2024-12-17,Skills Training Workshop,Research Platforms,Asia Pacific,Singapore,Northeast,145693,177017,Wholesale,2024-Q4,2024-12
2024-12-19,Professional Certification Program,Research Platforms,North America,Mexico,Puebla,293636,282736,Retail,2024-Q4,2024-12
2024-12-19,STEM Education Kit,Training Programs,Europe,United Kingdom,Edinburgh,67208,85114,Wholesale,2024-Q4,2024-12
2024-12-19,Student Assessment Tool,Educational Content,North America,Mexico,Nezahualcóyotl,418240,446761,Direct Sales,2024-Q4,2024-12
2024-12-19,Student Assessment Tool,Training Programs,Asia Pacific,Singapore,West,184583,143193,Online,2024-Q4,2024-12
2024-12-20,Student Information System,Educational Content,Asia Pacific,Australia,Melbourne,89389,103712,Online,2024-Q4,2024-12
2024-12-20,Student Information System,Assessment Tools,Europe,Germany,Cologne,185228,248628,Online,2024-Q4,2024-12
2024-12-21,Educational Analytics Platform,Training Programs,Asia Pacific,Australia,Newcastle,95081,97493,Direct Sales,2024-Q4,2024-12
2024-12-22,Library Management System,Research Platforms,North America,United States,Houston,273471,319836,Retail,2024-Q4,2024-12
2024-12-22,Educational Analytics Platform,Training Programs,North America,Canada,Ottawa,132500,167072,Partner,2024-Q4,2024-12
2024-12-24,Student Assessment Tool,Training Programs,Europe,Germany,Cologne,104219,108800,Online,2024-Q4,2024-12
2024-12-27,Skills Training Workshop,Learning Management,Asia Pacific,Singapore,North,115317,137351,Wholesale,2024-Q4,2024-12
2024-12-27,Interactive Course Content,Research Platforms,North America,Mexico,León,223211,228516,Retail,2024-Q4,2024-12
2025-01-02,Online Learning Platform,Research Platforms,North America,United States,Philadelphia,277623,323442,Direct Sales,2025-Q1,2025-01
2025-01-03,Interactive Course Content,Assessment Tools,Europe,United Kingdom,Birmingham,96547,92460,Online,2025-Q1,2025-01
2025-01-04,Student Assessment Tool,Educational Content,Asia Pacific,Australia,Sunshine Coast,118595,117756,Wholesale,2025-Q1,2025-01
2025-01-04,Student Assessment Tool,Assessment Tools,Asia Pacific,Singapore,Northeast,139351,103565,Wholesale,2025-Q1,2025-01
2025-01-05,Student Information System,Training Programs,Europe,Germany,Hamburg,431968,389250,Direct Sales,2025-Q1,2025-01
2025-01-05,Exam Proctoring System,Learning Management,Asia Pacific,Japan,Tokyo,84288,90722,Wholesale,2025-Q1,2025-01
2025-01-06,Professional Certification Program,Assessment Tools,North America,Canada,Winnipeg,210960,286142,Retail,2025-Q1,2025-01
2025-01-06,Academic Research Database,Training Programs,North America,United States,Houston,135955,126054,Mobile App,2025-Q1,2025-01
2025-01-06,Skills Training Workshop,Assessment Tools,Europe,Germany,Stuttgart,85383,77953,Partner,2025-Q1,2025-01
2025-01-07,Skills Training Workshop,Training Programs,Asia Pacific,Australia,Newcastle,152605,184530,Mobile App,2025-Q1,2025-01
2025-01-07,Educational Video Series,Assessment Tools,Asia Pacific,Singapore,East,284753,338303,Retail,2025-Q1,2025-01
2025-01-07,Interactive Course Content,Learning Management,Asia Pacific,Singapore,Central,120147,129695,Wholesale,2025-Q1,2025-01
2025-01-08,Skills Training Workshop,Training Programs,Asia Pacific,Japan,Osaka,163839,124116,Retail,2025-Q1,2025-01
2025-01-08,Online Learning Platform,Training Programs,Europe,United Kingdom,Edinburgh,187890,231864,Retail,2025-Q1,2025-01
2025-01-09,Academic Research Database,Training Programs,North America,Canada,Edmonton,156325,118327,Mobile App,2025-Q1,2025-01
2025-01-09,Online Learning Platform,Research Platforms,Europe,France,Paris,135124,108874,Wholesale,2025-Q1,2025-01
2025-01-10,Educational Analytics Platform,Educational Content,North America,Canada,Mississauga,265115,300521,Direct Sales,2025-Q1,2025-01
2025-01-10,Library Management System,Learning Management,North America,United States,New York,127792,120615,Wholesale,2025-Q1,2025-01
2025-01-11,Language Learning App,Educational Content,North America,Mexico,Tijuana,91402,99895,Online,2025-Q1,2025-01
2025-01-11,STEM Education Kit,Research Platforms,Europe,France,Marseille,153348,194375,Partner,2025-Q1,2025-01
2025-01-11,Language Learning App,Learning Management,North America,Mexico,Nezahualcóyotl,240353,325458,Direct Sales,2025-Q1,2025-01
2025-01-11,Student Information System,Training Programs,Asia Pacific,Japan,Sapporo,173599,150524,Partner,2025-Q1,2025-01
2025-01-14,Skills Training Workshop,Learning Management,North America,Mexico,Tijuana,240587,299723,Retail,2025-Q1,2025-01
2025-01-14,Student Information System,Research Platforms,Asia Pacific,Singapore,East,91469,71277,Wholesale,2025-Q1,2025-01
2025-01-16,Virtual Classroom Software,Research Platforms,Asia Pacific,Australia,Melbourne,109208,86869,Wholesale,2025-Q1,2025-01
2025-01-17,Corporate Training Program,Research Platforms,North America,United States,San Diego,322404,342978,Retail,2025-Q1,2025-01
2025-01-17,Educational Analytics Platform,Educational Content,Asia Pacific,Japan,Yokohama,110408,138310,Direct Sales,2025-Q1,2025-01
2025-01-17,Virtual Classroom Software,Assessment Tools,Europe,France,Bordeaux,280509,227729,Retail,2025-Q1,2025-01
2025-01-17,Student Assessment Tool,Educational Content,Europe,France,Paris,55198,60581,Wholesale,2025-Q1,2025-01
2025-01-17,Virtual Classroom Software,Educational Content,Europe,Germany,Hamburg,232083,279147,Mobile App,2025-Q1,2025-01
2025-01-18,Student Information System,Educational Content,Europe,Germany,Essen,217012,171718,Retail,2025-Q1,2025-01
2025-01-20,Academic Research Database,Research Platforms,North America,Canada,Edmonton,284131,369499,Online,2025-Q1,2025-01
2025-01-20,Skills Training Workshop,Training Programs,Europe,France,Bordeaux,192839,221338,Partner,2025-Q1,2025-01
2025-01-21,Educational Analytics Platform,Research Platforms,North America,United States,Phoenix,163272,193401,Wholesale,2025-Q1,2025-01
2025-01-23,Professional Certification Program,Educational Content,North America,Mexico,Chihuahua,321443,290548,Partner,2025-Q1,2025-01
2025-01-23,Academic Research Database,Learning Management,North America,Canada,Mississauga,194760,143901,Retail,2025-Q1,2025-01
2025-01-23,Library Management System,Educational Content,Asia Pacific,Australia,Brisbane,126412,133981,Mobile App,2025-Q1,2025-01
2025-01-24,Online Learning Platform,Research Platforms,North America,United States,Chicago,121000,88678,Wholesale,2025-Q1,2025-01
2025-01-24,Online Learning Platform,Educational Content,North America,Mexico,Mexico City,285802,337787,Direct Sales,2025-Q1,2025-01
2025-01-25,Exam Proctoring System,Assessment Tools,Asia Pacific,Singapore,Northeast,268914,295075,Direct Sales,2025-Q1,2025-01
2025-01-25,Student Information System,Research Platforms,Europe,France,Bordeaux,194134,191497,Online,2025-Q1,2025-01
2025-01-25,Student Assessment Tool,Learning Management,North America,Canada,Calgary,282359,328998,Mobile App,2025-Q1,2025-01
2025-01-25,Exam Proctoring System,Research Platforms,North America,Mexico,Tijuana,276857,236005,Retail,2025-Q1,2025-01
2025-01-26,Virtual Classroom Software,Training Programs,Asia Pacific,Japan,Nagoya,196024,240863,Online,2025-Q1,2025-01
2025-01-26,Academic Research Database,Educational Content,Asia Pacific,Australia,Gold Coast,121390,89647,Direct Sales,2025-Q1,2025-01
2025-01-27,Online Learning Platform,Assessment Tools,Asia Pacific,Australia,Adelaide,186402,244362,Online,2025-Q1,2025-01
2025-01-27,Educational Analytics Platform,Research Platforms,North America,Mexico,Juárez,165038,218232,Online,2025-Q1,2025-01
2025-01-28,Skills Training Workshop,Assessment Tools,Europe,United Kingdom,Sheffield,100111,78965,Wholesale,2025-Q1,2025-01
2025-01-28,Language Learning App,Training Programs,Europe,Germany,Munich,85538,103043,Wholesale,2025-Q1,2025-01
2025-01-28,Corporate Training Program,Research Platforms,North America,United States,Chicago,212555,259101,Retail,2025-Q1,2025-01
2025-02-01,Educational Analytics Platform,Training Programs,North America,United States,Dallas,66647,84348,Wholesale,2025-Q1,2025-02
2025-02-01,Educational Analytics Platform,Assessment Tools,Asia Pacific,Singapore,North,90530,110691,Retail,2025-Q1,2025-02
2025-02-01,Skills Training Workshop,Learning Management,North America,Mexico,Chihuahua,166710,179509,Wholesale,2025-Q1,2025-02
2025-02-02,Library Management System,Research Platforms,Asia Pacific,Australia,Wollongong,221227,308778,Partner,2025-Q1,2025-02
2025-02-02,Online Learning Platform,Training Programs,North America,Mexico,Zapopan,178491,154967,Online,2025-Q1,2025-02
2025-02-02,Corporate Training Program,Educational Content,North America,Canada,Mississauga,131969,152028,Retail,2025-Q1,2025-02
2025-02-03,Professional Certification Program,Educational Content,Asia Pacific,Japan,Yokohama,112217,120621,Wholesale,2025-Q1,2025-02
2025-02-03,Library Management System,Learning Management,Europe,Germany,Munich,95309,79865,Mobile App,2025-Q1,2025-02
2025-02-04,Exam Proctoring System,Educational Content,North America,Mexico,Juárez,186724,183618,Direct Sales,2025-Q1,2025-02
2025-02-05,Interactive Course Content,Training Programs,Europe,France,Montpellier,119360,145915,Online,2025-Q1,2025-02
2025-02-05,Virtual Classroom Software,Training Programs,North America,Mexico,Puebla,213383,215176,Wholesale,2025-Q1,2025-02
2025-02-05,Educational Analytics Platform,Learning Management,North America,United States,San Antonio,138619,163785,Direct Sales,2025-Q1,2025-02
2025-02-06,Corporate Training Program,Educational Content,North America,Mexico,Zapopan,126065,130070,Direct Sales,2025-Q1,2025-02
2025-02-06,Corporate Training Program,Research Platforms,Asia Pacific,Japan,Kobe,43187,51461,Wholesale,2025-Q1,2025-02
2025-02-07,STEM Education Kit,Educational Content,Asia Pacific,Singapore,West,172860,192699,Online,2025-Q1,2025-02
2025-02-07,Online Learning Platform,Research Platforms,North America,Mexico,Monterrey,188902,241703,Wholesale,2025-Q1,2025-02
2025-02-08,Interactive Course Content,Educational Content,North America,Canada,Toronto,239813,239257,Direct Sales,2025-Q1,2025-02
2025-02-09,STEM Education Kit,Assessment Tools,North America,United States,Houston,114869,115117,Mobile App,2025-Q1,2025-02
2025-02-10,Language Learning App,Educational Content,Europe,United Kingdom,Liverpool,158308,168759,Mobile App,2025-Q1,2025-02
2025-02-10,Library Management System,Educational Content,Europe,United Kingdom,Glasgow,163431,181155,Online,2025-Q1,2025-02
2025-02-10,Language Learning App,Learning Management,Europe,France,Toulouse,133798,172295,Wholesale,2025-Q1,2025-02
2025-02-11,STEM Education Kit,Assessment Tools,Asia Pacific,Australia,Brisbane,66344,61895,Mobile App,2025-Q1,2025-02
2025-02-11,Online Learning Platform,Research Platforms,North America,United States,San Diego,111285,83542,Wholesale,2025-Q1,2025-02
2025-02-12,Language Learning App,Training Programs,Asia Pacific,Japan,Osaka,209732,282041,Partner,2025-Q1,2025-02
2025-02-12,Exam Proctoring System,Training Programs,Europe,Germany,Dortmund,221647,295494,Retail,2025-Q1,2025-02
2025-02-13,Professional Certification Program,Research Platforms,Asia Pacific,Japan,Nagoya,196310,239630,Wholesale,2025-Q1,2025-02
2025-02-13,Corporate Training Program,Assessment Tools,Asia Pacific,Australia,Brisbane,118391,95784,Mobile App,2025-Q1,2025-02
2025-02-13,Professional Certification Program,Assessment Tools,Asia Pacific,Singapore,East,118191,90150,Wholesale,2025-Q1,2025-02
2025-02-14,Educational Analytics Platform,Training Programs,Europe,France,Nantes,252858,181409,Mobile App,2025-Q1,2025-02
2025-02-15,Interactive Course Content,Training Programs,North America,United States,Dallas,228173,184507,Partner,2025-Q1,2025-02
2025-02-15,Corporate Training Program,Training Programs,Europe,France,Lille,196711,274435,Wholesale,2025-Q1,2025-02
2025-02-15,Language Learning App,Training Programs,Asia Pacific,Japan,Yokohama,162477,217139,Direct Sales,2025-Q1,2025-02
2025-02-15,Interactive Course Content,Learning Management,Asia Pacific,Japan,Tokyo,191203,141426,Partner,2025-Q1,2025-02
2025-02-16,Library Management System,Training Programs,North America,Mexico,Puebla,214077,268240,Retail,2025-Q1,2025-02
2025-02-16,Educational Analytics Platform,Research Platforms,Europe,Germany,Hamburg,75872,90571,Wholesale,2025-Q1,2025-02
2025-02-16,Exam Proctoring System,Educational Content,Europe,France,Bordeaux,121241,118395,Partner,2025-Q1,2025-02
2025-02-19,Language Learning App,Learning Management,Europe,France,Nantes,158800,196430,Retail,2025-Q1,2025-02
2025-02-19,Academic Research Database,Research Platforms,Europe,United Kingdom,Glasgow,109277,81443,Wholesale,2025-Q1,2025-02
2025-02-21,STEM Education Kit,Learning Management,Asia Pacific,Japan,Kawasaki,118247,122027,Wholesale,2025-Q1,2025-02
2025-02-21,Educational Video Series,Training Programs,Asia Pacific,Singapore,West,73021,96027,Online,2025-Q1,2025-02
2025-02-22,Professional Certification Program,Educational Content,Asia Pacific,Australia,Brisbane,166971,157597,Partner,2025-Q1,2025-02
2025-02-24,Online Learning Platform,Training Programs,Europe,Germany,Dortmund,141046,188726,Wholesale,2025-Q1,2025-02
2025-02-25,Student Information System,Assessment Tools,Europe,France,Montpellier,185361,190257,Retail,2025-Q1,2025-02
2025-02-26,Student Information System,Assessment Tools,North America,Canada,Toronto,101891,82241,Direct Sales,2025-Q1,2025-02
2025-02-26,STEM Education Kit,Learning Management,Asia Pacific,Japan,Fukuoka,92779,118580,Wholesale,2025-Q1,2025-02
2025-02-27,Educational Analytics Platform,Training Programs,Europe,United Kingdom,Cardiff,120793,124982,Wholesale,2025-Q1,2025-02
2025-02-28,Educational Video Series,Assessment Tools,North America,United States,Phoenix,343349,310454,Direct Sales,2025-Q1,2025-02
2025-02-28,Library Management System,Training Programs,Asia Pacific,Australia,Sydney,252183,200276,Retail,2025-Q1,2025-02
2025-02-28,Corporate Training Program,Assessment Tools,Asia Pacific,Japan,Fukuoka,186941,195795,Mobile App,2025-Q1,2025-02
2025-02-28,Online Learning Platform,Educational Content,Europe,Germany,Munich,165417,141183,Direct Sales,2025-Q1,2025-02
2025-03-01,Virtual Classroom Software,Research Platforms,Asia Pacific,Japan,Kyoto,48994,64185,Wholesale,2025-Q1,2025-03
2025-03-03,Interactive Course Content,Research Platforms,Europe,Germany,Düsseldorf,104177,98791,Direct Sales,2025-Q1,2025-03
2025-03-03,Corporate Training Program,Training Programs,North America,Mexico,Juárez,388769,338476,Direct Sales,2025-Q1,2025-03
2025-03-03,Interactive Course Content,Assessment Tools,North America,United States,Phoenix,288640,306529,Direct Sales,2025-Q1,2025-03
2025-03-04,Academic Research Database,Learning Management,North America,Canada,Winnipeg,197065,161931,Online,2025-Q1,2025-03
2025-03-04,Educational Video Series,Training Programs,Europe,France,Paris,230085,258517,Partner,2025-Q1,2025-03
2025-03-05,Academic Research Database,Educational Content,Europe,France,Nantes,167439,133740,Wholesale,2025-Q1,2025-03
2025-03-05,Professional Certification Program,Training Programs,Asia Pacific,Japan,Kawasaki,166673,211683,Partner,2025-Q1,2025-03
2025-03-06,Corporate Training Program,Assessment Tools,Asia Pacific,Australia,Sunshine Coast,173769,205052,Retail,2025-Q1,2025-03
2025-03-08,Skills Training Workshop,Research Platforms,Europe,Germany,Frankfurt,106923,115370,Wholesale,2025-Q1,2025-03
2025-03-08,Academic Research Database,Training Programs,Asia Pacific,Japan,Sapporo,97934,132682,Wholesale,2025-Q1,2025-03
2025-03-09,Online Learning Platform,Learning Management,Asia Pacific,Japan,Osaka,169528,183205,Mobile App,2025-Q1,2025-03
2025-03-10,Virtual Classroom Software,Learning Management,North America,United States,Phoenix,289806,251884,Online,2025-Q1,2025-03
2025-03-10,Interactive Course Content,Assessment Tools,North America,Canada,Toronto,65348,72423,Wholesale,2025-Q1,2025-03
2025-03-10,STEM Education Kit,Learning Management,Asia Pacific,Australia,Gold Coast,154591,163915,Online,2025-Q1,2025-03
2025-03-11,Online Learning Platform,Research Platforms,Asia Pacific,Singapore,Northeast,148322,127345,Online,2025-Q1,2025-03
2025-03-11,Virtual Classroom Software,Assessment Tools,Europe,United Kingdom,Leeds,164130,185182,Wholesale,2025-Q1,2025-03
2025-03-12,STEM Education Kit,Learning Management,Asia Pacific,Australia,Perth,158219,190076,Partner,2025-Q1,2025-03
2025-03-12,Educational Video Series,Educational Content,Asia Pacific,Japan,Kawasaki,79002,85185,Wholesale,2025-Q1,2025-03
2025-03-12,Student Assessment Tool,Training Programs,North America,United States,San Antonio,184611,212567,Mobile App,2025-Q1,2025-03
2025-03-13,Exam Proctoring System,Research Platforms,Asia Pacific,Australia,Perth,150231,180738,Retail,2025-Q1,2025-03
2025-03-15,Exam Proctoring System,Learning Management,Europe,United Kingdom,Edinburgh,252091,193629,Retail,2025-Q1,2025-03
2025-03-15,Language Learning App,Training Programs,Europe,United Kingdom,Leeds,138558,122845,Online,2025-Q1,2025-03
2025-03-15,STEM Education Kit,Learning Management,Europe,France,Bordeaux,202051,153970,Mobile App,2025-Q1,2025-03
2025-03-15,Educational Video Series,Training Programs,North America,Mexico,Guadalajara,164292,115887,Direct Sales,2025-Q1,2025-03
2025-03-15,Interactive Course Content,Learning Management,Europe,France,Paris,114994,127862,Wholesale,2025-Q1,2025-03
2025-03-15,Student Assessment Tool,Training Programs,Asia Pacific,Australia,Canberra,249923,231216,Direct Sales,2025-Q1,2025-03
2025-03-16,Online Learning Platform,Educational Content,Europe,Germany,Stuttgart,121919,101587,Wholesale,2025-Q1,2025-03
2025-03-18,Skills Training Workshop,Assessment Tools,Europe,United Kingdom,Manchester,221420,181014,Direct Sales,2025-Q1,2025-03
2025-03-18,Language Learning App,Educational Content,North America,Canada,Winnipeg,149962,194525,Partner,2025-Q1,2025-03
2025-03-18,Skills Training Workshop,Assessment Tools,Asia Pacific,Japan,Sapporo,107623,110522,Wholesale,2025-Q1,2025-03
2025-03-19,Professional Certification Program,Assessment Tools,Asia Pacific,Singapore,North,168044,120715,Partner,2025-Q1,2025-03
2025-03-19,Professional Certification Program,Training Programs,Asia Pacific,Japan,Kawasaki,126004,138619,Retail,2025-Q1,2025-03
2025-03-19,Educational Video Series,Assessment Tools,North America,Mexico,Mexico City,222474,281540,Retail,2025-Q1,2025-03
2025-03-21,Exam Proctoring System,Educational Content,Asia Pacific,Australia,Newcastle,197320,187673,Wholesale,2025-Q1,2025-03
2025-03-21,Corporate Training Program,Educational Content,Asia Pacific,Japan,Saitama,262362,302237,Partner,2025-Q1,2025-03
2025-03-21,STEM Education Kit,Assessment Tools,Europe,United Kingdom,Edinburgh,232464,199312,Retail,2025-Q1,2025-03
2025-03-22,Exam Proctoring System,Research Platforms,Europe,United Kingdom,Liverpool,177167,177487,Direct Sales,2025-Q1,2025-03
2025-03-23,Student Information System,Training Programs,North America,United States,Dallas,249853,182228,Online,2025-Q1,2025-03
2025-03-23,Exam Proctoring System,Educational Content,Asia Pacific,Japan,Nagoya,67170,52427,Wholesale,2025-Q1,2025-03
2025-03-23,Interactive Course Content,Learning Management,North America,United States,Los Angeles,103569,95638,Mobile App,2025-Q1,2025-03
2025-03-23,Professional Certification Program,Educational Content,Asia Pacific,Japan,Fukuoka,127602,92971,Online,2025-Q1,2025-03
2025-03-24,Interactive Course Content,Research Platforms,Asia Pacific,Japan,Kobe,153580,214143,Wholesale,2025-Q1,2025-03
2025-03-24,Student Information System,Assessment Tools,Europe,Germany,Dortmund,72581,89000,Wholesale,2025-Q1,2025-03
2025-03-24,Language Learning App,Educational Content,North America,Mexico,Guadalajara,172825,133396,Direct Sales,2025-Q1,2025-03
2025-03-24,STEM Education Kit,Learning Management,North America,United States,Los Angeles,163619,210952,Partner,2025-Q1,2025-03
2025-03-25,Language Learning App,Assessment Tools,North America,United States,Phoenix,124859,161194,Mobile App,2025-Q1,2025-03
2025-03-25,STEM Education Kit,Educational Content,Asia Pacific,Japan,Kobe,117307,94288,Partner,2025-Q1,2025-03
2025-03-25,Language Learning App,Learning Management,Asia Pacific,Australia,Brisbane,95823,99890,Mobile App,2025-Q1,2025-03
2025-03-28,Interactive Course Content,Educational Content,Europe,Germany,Berlin,291652,239742,Retail,2025-Q1,2025-03
2025-04-01,Skills Training Workshop,Learning Management,Europe,France,Strasbourg,170811,197553,Direct Sales,2025-Q2,2025-04
2025-04-01,Academic Research Database,Research Platforms,Asia Pacific,Australia,Melbourne,93281,85563,Wholesale,2025-Q2,2025-04
2025-04-01,Library Management System,Research Platforms,Europe,United Kingdom,Bristol,179326,185329,Wholesale,2025-Q2,2025-04
2025-04-01,Exam Proctoring System,Training Programs,North America,United States,Phoenix,111553,97003,Wholesale,2025-Q2,2025-04
2025-04-02,Online Learning Platform,Training Programs,Europe,Germany,Düsseldorf,189531,238689,Mobile App,2025-Q2,2025-04
2025-04-02,Academic Research Database,Assessment Tools,North America,Mexico,Zapopan,250162,217878,Online,2025-Q2,2025-04
2025-04-02,Interactive Course Content,Educational Content,Europe,France,Lyon,189114,223065,Retail,2025-Q2,2025-04
2025-04-04,Corporate Training Program,Educational Content,North America,United States,Los Angeles,103065,125565,Online,2025-Q2,2025-04
2025-04-04,Skills Training Workshop,Educational Content,Europe,Germany,Leipzig,175634,212500,Partner,2025-Q2,2025-04
2025-04-05,Corporate Training Program,Research Platforms,Europe,Germany,Berlin,311117,349905,Retail,2025-Q2,2025-04
2025-04-05,Library Management System,Assessment Tools,Europe,United Kingdom,Sheffield,104135,87553,Partner,2025-Q2,2025-04
