Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2024-08-12,Property Listing Platform,Investment Properties,North America,United States,Philadelphia,138703,124886,Partner,2024-Q3,2024-08
2024-08-12,Real Estate CRM Platform,Facility Management,Asia Pacific,Singapore,North,56561,47908,Wholesale,2024-Q3,2024-08
2024-08-12,Property Valuation Service,Investment Properties,Europe,Germany,Munich,186145,194626,Online,2024-Q3,2024-08
2024-08-12,Real Estate Analytics Tool,Construction Services,North America,United States,Phoenix,236382,262309,Online,2024-Q3,2024-08
2024-08-12,Real Estate Analytics Tool,Facility Management,North America,United States,Chicago,326032,368347,Direct Sales,2024-Q3,2024-08
2024-08-12,Tenant Screening Service,Property Management,North America,Mexico,Puebla,178411,145340,Direct Sales,2024-Q3,2024-08
2024-08-12,Property Management Software,Real Estate Technology,North America,Mexico,Zapopan,94484,132137,Online,2024-Q3,2024-08
2024-08-12,Energy Management Solution,Property Management,Asia Pacific,Japan,Saitama,116861,146988,Direct Sales,2024-Q3,2024-08
2024-08-12,Construction Project Management,Real Estate Technology,Asia Pacific,Australia,Melbourne,111194,88111,Online,2024-Q3,2024-08
2024-08-12,Smart Building System,Construction Services,North America,United States,Phoenix,156303,196885,Online,2024-Q3,2024-08
2024-08-12,Virtual Property Tours,Facility Management,Asia Pacific,Japan,Fukuoka,80836,94177,Online,2024-Q3,2024-08
2024-08-12,Lease Management System,Real Estate Technology,North America,Canada,Vancouver,151651,122065,Retail,2024-Q3,2024-08
2024-08-13,Smart Building System,Real Estate Technology,North America,United States,Phoenix,88457,106450,Online,2024-Q3,2024-08
2024-08-13,Virtual Property Tours,Construction Services,Europe,United Kingdom,Sheffield,166096,191643,Retail,2024-Q3,2024-08
2024-08-13,Building Design Software,Facility Management,Asia Pacific,Japan,Nagoya,65743,67504,Partner,2024-Q3,2024-08
2024-08-13,Real Estate CRM Platform,Facility Management,Asia Pacific,Japan,Osaka,85348,88771,Wholesale,2024-Q3,2024-08
2024-08-13,Real Estate Analytics Tool,Investment Properties,Europe,France,Lyon,201295,214864,Partner,2024-Q3,2024-08
2024-08-13,Real Estate CRM Platform,Investment Properties,North America,United States,San Antonio,328558,286522,Direct Sales,2024-Q3,2024-08
2024-08-13,Smart Building System,Facility Management,North America,Canada,Mississauga,203936,264272,Online,2024-Q3,2024-08
2024-08-13,Property Management Software,Real Estate Technology,North America,Mexico,Puebla,200669,165243,Online,2024-Q3,2024-08
2024-08-13,Real Estate CRM Platform,Facility Management,North America,Canada,Calgary,210020,160452,Retail,2024-Q3,2024-08
2024-08-13,Virtual Property Tours,Real Estate Technology,Asia Pacific,Australia,Perth,101705,75449,Retail,2024-Q3,2024-08
2024-08-13,Facility Maintenance Service,Investment Properties,Europe,France,Toulouse,273074,227359,Retail,2024-Q3,2024-08
2024-08-13,Property Management Software,Real Estate Technology,North America,Mexico,Guadalajara,73184,89021,Mobile App,2024-Q3,2024-08
2024-08-13,Real Estate Analytics Tool,Construction Services,Asia Pacific,Singapore,Central,160118,142914,Retail,2024-Q3,2024-08
2024-08-13,Lease Management System,Investment Properties,Asia Pacific,Singapore,North,119743,97255,Wholesale,2024-Q3,2024-08
2024-08-13,Facility Maintenance Service,Investment Properties,North America,United States,San Diego,207507,233321,Mobile App,2024-Q3,2024-08
2024-08-13,Construction Equipment Rental,Real Estate Technology,Europe,Germany,Essen,197225,213898,Partner,2024-Q3,2024-08
2024-08-13,Property Management Software,Real Estate Technology,Europe,France,Lyon,294791,251523,Online,2024-Q3,2024-08
2024-08-13,Facility Maintenance Service,Investment Properties,Asia Pacific,Australia,Wollongong,185411,132707,Direct Sales,2024-Q3,2024-08
2024-08-13,Smart Building System,Property Management,Europe,United Kingdom,Cardiff,159920,194970,Retail,2024-Q3,2024-08
2024-08-13,Commercial Property Investment,Property Management,North America,United States,Houston,74071,79702,Wholesale,2024-Q3,2024-08
2024-08-13,Property Valuation Service,Property Management,Asia Pacific,Japan,Kyoto,108848,118017,Online,2024-Q3,2024-08
2024-08-13,Construction Equipment Rental,Real Estate Technology,Asia Pacific,Japan,Sapporo,150054,146462,Retail,2024-Q3,2024-08
2024-08-13,Property Listing Platform,Facility Management,Asia Pacific,Singapore,East,229108,272578,Mobile App,2024-Q3,2024-08
2024-08-13,Real Estate CRM Platform,Construction Services,Europe,France,Bordeaux,68733,82582,Wholesale,2024-Q3,2024-08
2024-08-14,Energy Management Solution,Real Estate Technology,Asia Pacific,Australia,Adelaide,107861,100832,Mobile App,2024-Q3,2024-08
2024-08-14,Real Estate Analytics Tool,Real Estate Technology,Europe,Germany,Hamburg,145931,157640,Mobile App,2024-Q3,2024-08
2024-08-14,Virtual Property Tours,Construction Services,North America,Canada,Edmonton,85025,66988,Online,2024-Q3,2024-08
2024-08-14,Property Management Software,Construction Services,Asia Pacific,Japan,Saitama,70131,81548,Wholesale,2024-Q3,2024-08
2024-08-14,Real Estate Analytics Tool,Construction Services,North America,Mexico,León,129615,150073,Wholesale,2024-Q3,2024-08
2024-08-14,Tenant Screening Service,Facility Management,North America,United States,Phoenix,117749,119217,Retail,2024-Q3,2024-08
2024-08-14,Property Management Software,Facility Management,North America,Canada,Quebec City,119026,100646,Partner,2024-Q3,2024-08
2024-08-14,Construction Project Management,Construction Services,Europe,Germany,Frankfurt,198044,256120,Wholesale,2024-Q3,2024-08
2024-08-14,Lease Management System,Investment Properties,North America,Canada,Calgary,157051,128629,Retail,2024-Q3,2024-08
2024-08-14,Energy Management Solution,Investment Properties,Europe,United Kingdom,Cardiff,214803,194084,Retail,2024-Q3,2024-08
2024-08-14,Commercial Property Investment,Real Estate Technology,Europe,United Kingdom,Cardiff,294711,306970,Direct Sales,2024-Q3,2024-08
2024-08-14,Construction Project Management,Facility Management,Europe,France,Lille,199895,260634,Mobile App,2024-Q3,2024-08
2024-08-14,Tenant Screening Service,Property Management,Asia Pacific,Japan,Kobe,292776,361750,Direct Sales,2024-Q3,2024-08
2024-08-14,Construction Project Management,Facility Management,Asia Pacific,Australia,Sunshine Coast,140307,183855,Mobile App,2024-Q3,2024-08
2024-08-14,Smart Building System,Real Estate Technology,Europe,United Kingdom,Edinburgh,207317,236941,Direct Sales,2024-Q3,2024-08
2024-08-14,Real Estate Analytics Tool,Real Estate Technology,Asia Pacific,Singapore,Central,182525,251990,Wholesale,2024-Q3,2024-08
2024-08-14,Construction Equipment Rental,Real Estate Technology,Asia Pacific,Japan,Kobe,221395,211601,Mobile App,2024-Q3,2024-08
2024-08-14,Construction Equipment Rental,Investment Properties,North America,Mexico,Tijuana,164497,152627,Wholesale,2024-Q3,2024-08
2024-08-14,Property Valuation Service,Construction Services,Asia Pacific,Singapore,East,188202,168953,Retail,2024-Q3,2024-08
2024-08-14,Commercial Property Investment,Investment Properties,Asia Pacific,Singapore,Northeast,179699,140009,Online,2024-Q3,2024-08
2024-08-14,Property Listing Platform,Facility Management,Europe,United Kingdom,London,236285,245049,Retail,2024-Q3,2024-08
2024-08-14,Construction Equipment Rental,Real Estate Technology,Asia Pacific,Singapore,East,198823,276433,Partner,2024-Q3,2024-08
2024-08-15,Real Estate Analytics Tool,Construction Services,North America,Mexico,Nezahualcóyotl,132595,118844,Direct Sales,2024-Q3,2024-08
2024-08-15,Property Management Software,Construction Services,North America,Canada,Winnipeg,83756,93746,Mobile App,2024-Q3,2024-08
2024-08-15,Property Valuation Service,Construction Services,North America,Canada,Edmonton,348770,411235,Direct Sales,2024-Q3,2024-08
2024-08-15,Real Estate CRM Platform,Construction Services,Asia Pacific,Australia,Newcastle,110274,122338,Retail,2024-Q3,2024-08
2024-08-15,Virtual Property Tours,Construction Services,Europe,France,Nantes,140867,140620,Wholesale,2024-Q3,2024-08
2024-08-15,Commercial Property Investment,Real Estate Technology,North America,Canada,Winnipeg,168537,197563,Retail,2024-Q3,2024-08
2024-08-15,Energy Management Solution,Facility Management,North America,Mexico,Nezahualcóyotl,439044,477556,Direct Sales,2024-Q3,2024-08
2024-08-15,Property Listing Platform,Real Estate Technology,Europe,France,Lille,231677,221782,Mobile App,2024-Q3,2024-08
2024-08-15,Lease Management System,Property Management,North America,Mexico,Mexico City,213827,163220,Online,2024-Q3,2024-08
2024-08-15,Commercial Property Investment,Facility Management,Europe,United Kingdom,Leeds,278087,205988,Direct Sales,2024-Q3,2024-08
2024-08-15,Property Management Software,Property Management,Europe,France,Lyon,176484,130046,Online,2024-Q3,2024-08
2024-08-15,Real Estate CRM Platform,Construction Services,North America,United States,Los Angeles,294290,329342,Direct Sales,2024-Q3,2024-08
2024-08-15,Lease Management System,Real Estate Technology,North America,United States,Philadelphia,192175,214491,Wholesale,2024-Q3,2024-08
2024-08-15,Construction Project Management,Facility Management,North America,Mexico,Zapopan,203542,195825,Mobile App,2024-Q3,2024-08
2024-08-15,Lease Management System,Property Management,North America,Mexico,Juárez,178541,243287,Wholesale,2024-Q3,2024-08
2024-08-15,Property Management Software,Real Estate Technology,North America,Mexico,Monterrey,194537,145900,Mobile App,2024-Q3,2024-08
2024-08-15,Real Estate CRM Platform,Construction Services,Asia Pacific,Singapore,East,219623,299286,Mobile App,2024-Q3,2024-08
2024-08-15,Smart Building System,Construction Services,Europe,Germany,Düsseldorf,178344,195590,Direct Sales,2024-Q3,2024-08
2024-08-16,Energy Management Solution,Real Estate Technology,Europe,Germany,Frankfurt,124361,153109,Direct Sales,2024-Q3,2024-08
2024-08-16,Commercial Property Investment,Investment Properties,Asia Pacific,Japan,Kobe,147931,127730,Partner,2024-Q3,2024-08
2024-08-16,Property Listing Platform,Investment Properties,Europe,Germany,Leipzig,104474,89429,Partner,2024-Q3,2024-08
2024-08-16,Lease Management System,Facility Management,North America,Mexico,Zapopan,207518,221326,Wholesale,2024-Q3,2024-08
2024-08-16,Real Estate CRM Platform,Construction Services,Europe,Germany,Düsseldorf,77418,76457,Online,2024-Q3,2024-08
2024-08-16,Smart Building System,Investment Properties,Asia Pacific,Australia,Wollongong,131268,102455,Online,2024-Q3,2024-08
2024-08-16,Real Estate Analytics Tool,Property Management,Asia Pacific,Japan,Tokyo,207280,162732,Retail,2024-Q3,2024-08
2024-08-16,Tenant Screening Service,Property Management,Asia Pacific,Australia,Perth,105481,145108,Retail,2024-Q3,2024-08
2024-08-16,Property Listing Platform,Construction Services,Asia Pacific,Australia,Wollongong,98788,77023,Direct Sales,2024-Q3,2024-08
2024-08-16,Real Estate CRM Platform,Facility Management,Asia Pacific,Singapore,Central,111101,122361,Online,2024-Q3,2024-08
2024-08-16,Property Valuation Service,Investment Properties,Asia Pacific,Singapore,Central,164658,118698,Online,2024-Q3,2024-08
2024-08-16,Tenant Screening Service,Investment Properties,Asia Pacific,Japan,Nagoya,115365,85219,Online,2024-Q3,2024-08
2024-08-16,Real Estate Analytics Tool,Facility Management,Asia Pacific,Singapore,Northeast,259029,201474,Direct Sales,2024-Q3,2024-08
2024-08-16,Property Valuation Service,Investment Properties,Asia Pacific,Australia,Adelaide,125543,117015,Partner,2024-Q3,2024-08
2024-08-16,Property Listing Platform,Facility Management,Asia Pacific,Australia,Gold Coast,87987,97916,Wholesale,2024-Q3,2024-08
2024-08-16,Commercial Property Investment,Investment Properties,North America,United States,Los Angeles,167216,122255,Mobile App,2024-Q3,2024-08
2024-08-17,Construction Project Management,Construction Services,Asia Pacific,Australia,Perth,72798,78272,Partner,2024-Q3,2024-08
2024-08-17,Energy Management Solution,Facility Management,Europe,France,Bordeaux,174205,241444,Partner,2024-Q3,2024-08
2024-08-17,Real Estate CRM Platform,Construction Services,Europe,United Kingdom,Edinburgh,108078,147520,Wholesale,2024-Q3,2024-08
2024-08-17,Property Valuation Service,Property Management,North America,Mexico,Chihuahua,211255,279061,Mobile App,2024-Q3,2024-08
2024-08-17,Property Management Software,Investment Properties,Europe,Germany,Berlin,256237,312135,Retail,2024-Q3,2024-08
2024-08-17,Virtual Property Tours,Investment Properties,Asia Pacific,Japan,Kawasaki,227534,305017,Retail,2024-Q3,2024-08
2024-08-17,Facility Maintenance Service,Investment Properties,Asia Pacific,Japan,Nagoya,80021,82832,Retail,2024-Q3,2024-08
2024-08-17,Property Valuation Service,Construction Services,Asia Pacific,Singapore,North,188602,211654,Retail,2024-Q3,2024-08
2024-08-17,Virtual Property Tours,Construction Services,Asia Pacific,Singapore,North,74332,88331,Retail,2024-Q3,2024-08
2024-08-17,Smart Building System,Property Management,Europe,France,Toulouse,371549,314228,Direct Sales,2024-Q3,2024-08
2024-08-17,Commercial Property Investment,Property Management,Europe,United Kingdom,Leeds,103809,144249,Retail,2024-Q3,2024-08
2024-08-17,Building Design Software,Property Management,North America,Canada,Mississauga,354161,484417,Retail,2024-Q3,2024-08
2024-08-17,Property Management Software,Real Estate Technology,North America,Canada,Calgary,135788,161841,Direct Sales,2024-Q3,2024-08
2024-08-17,Property Valuation Service,Construction Services,North America,Canada,Edmonton,385554,419273,Direct Sales,2024-Q3,2024-08
2024-08-17,Property Management Software,Real Estate Technology,North America,United States,San Diego,180844,162756,Partner,2024-Q3,2024-08
2024-08-17,Energy Management Solution,Property Management,Asia Pacific,Singapore,Northeast,149100,181235,Wholesale,2024-Q3,2024-08
2024-08-17,Virtual Property Tours,Real Estate Technology,Europe,Germany,Cologne,161876,132762,Mobile App,2024-Q3,2024-08
2024-08-17,Energy Management Solution,Investment Properties,Europe,France,Nantes,193436,182896,Partner,2024-Q3,2024-08
2024-08-18,Energy Management Solution,Construction Services,Asia Pacific,Japan,Saitama,159948,222323,Mobile App,2024-Q3,2024-08
2024-08-18,Property Listing Platform,Property Management,Asia Pacific,Japan,Saitama,178882,186593,Partner,2024-Q3,2024-08
2024-08-18,Virtual Property Tours,Property Management,Europe,Germany,Berlin,176066,171580,Mobile App,2024-Q3,2024-08
2024-08-18,Construction Equipment Rental,Real Estate Technology,Asia Pacific,Japan,Sapporo,120374,138461,Wholesale,2024-Q3,2024-08
2024-08-18,Facility Maintenance Service,Facility Management,Asia Pacific,Japan,Sapporo,71544,84860,Online,2024-Q3,2024-08
2024-08-18,Energy Management Solution,Construction Services,Asia Pacific,Japan,Kobe,246625,265195,Direct Sales,2024-Q3,2024-08
2024-08-18,Property Listing Platform,Facility Management,Asia Pacific,Australia,Canberra,230847,315955,Direct Sales,2024-Q3,2024-08
2024-08-18,Property Listing Platform,Property Management,North America,Mexico,Monterrey,97975,111214,Partner,2024-Q3,2024-08
2024-08-18,Construction Project Management,Investment Properties,Asia Pacific,Japan,Yokohama,245857,194458,Retail,2024-Q3,2024-08
2024-08-18,Construction Equipment Rental,Construction Services,Asia Pacific,Australia,Wollongong,93795,95133,Online,2024-Q3,2024-08
2024-08-18,Lease Management System,Construction Services,Asia Pacific,Japan,Kobe,206358,171204,Partner,2024-Q3,2024-08
2024-08-18,Real Estate Analytics Tool,Real Estate Technology,Europe,United Kingdom,Cardiff,318531,365673,Direct Sales,2024-Q3,2024-08
2024-08-18,Energy Management Solution,Investment Properties,Asia Pacific,Singapore,East,109282,79669,Wholesale,2024-Q3,2024-08
2024-08-18,Construction Equipment Rental,Facility Management,Asia Pacific,Australia,Newcastle,138660,124686,Partner,2024-Q3,2024-08
2024-08-18,Property Valuation Service,Investment Properties,North America,Mexico,Juárez,66518,55917,Wholesale,2024-Q3,2024-08
2024-08-18,Real Estate CRM Platform,Property Management,North America,Mexico,León,100225,82185,Wholesale,2024-Q3,2024-08
2024-08-18,Real Estate Analytics Tool,Real Estate Technology,North America,Canada,Toronto,350707,486959,Direct Sales,2024-Q3,2024-08
2024-08-18,Property Listing Platform,Investment Properties,North America,Canada,Quebec City,119275,162362,Wholesale,2024-Q3,2024-08
2024-08-19,Smart Building System,Investment Properties,North America,United States,Dallas,186934,198842,Wholesale,2024-Q3,2024-08
2024-08-19,Property Management Software,Investment Properties,North America,Mexico,Monterrey,231343,226104,Online,2024-Q3,2024-08
2024-08-19,Facility Maintenance Service,Facility Management,Asia Pacific,Japan,Kobe,168666,125272,Direct Sales,2024-Q3,2024-08
2024-08-19,Construction Equipment Rental,Real Estate Technology,North America,Mexico,Tijuana,96474,71466,Mobile App,2024-Q3,2024-08
2024-08-19,Building Design Software,Construction Services,Europe,Germany,Leipzig,125209,124901,Direct Sales,2024-Q3,2024-08
2024-08-19,Lease Management System,Construction Services,North America,Mexico,Monterrey,253743,262484,Online,2024-Q3,2024-08
2024-08-19,Property Listing Platform,Real Estate Technology,North America,Canada,Winnipeg,152762,128704,Direct Sales,2024-Q3,2024-08
2024-08-19,Virtual Property Tours,Investment Properties,Europe,France,Paris,215753,205133,Partner,2024-Q3,2024-08
2024-08-19,Smart Building System,Real Estate Technology,Asia Pacific,Japan,Fukuoka,98625,82983,Mobile App,2024-Q3,2024-08
2024-08-19,Tenant Screening Service,Facility Management,Asia Pacific,Japan,Nagoya,220115,253489,Online,2024-Q3,2024-08
2024-08-19,Commercial Property Investment,Construction Services,Asia Pacific,Singapore,East,115719,143265,Retail,2024-Q3,2024-08
2024-08-19,Real Estate Analytics Tool,Real Estate Technology,North America,Mexico,Juárez,294768,262576,Direct Sales,2024-Q3,2024-08
2024-08-19,Building Design Software,Investment Properties,Europe,France,Marseille,231951,189679,Direct Sales,2024-Q3,2024-08
2024-08-19,Property Management Software,Real Estate Technology,Asia Pacific,Japan,Sapporo,206703,234433,Direct Sales,2024-Q3,2024-08
2024-08-19,Energy Management Solution,Property Management,North America,Canada,Calgary,231880,169299,Partner,2024-Q3,2024-08
2024-08-19,Property Listing Platform,Facility Management,North America,United States,San Diego,232641,257841,Retail,2024-Q3,2024-08
2024-08-19,Virtual Property Tours,Investment Properties,North America,Mexico,Tijuana,155099,170953,Partner,2024-Q3,2024-08
2024-08-19,Real Estate CRM Platform,Investment Properties,Asia Pacific,Australia,Perth,59316,46473,Wholesale,2024-Q3,2024-08
2024-08-19,Smart Building System,Real Estate Technology,Asia Pacific,Japan,Saitama,164024,218622,Retail,2024-Q3,2024-08
2024-08-19,Real Estate CRM Platform,Investment Properties,Europe,United Kingdom,Bristol,171811,223705,Mobile App,2024-Q3,2024-08
2024-08-19,Tenant Screening Service,Investment Properties,Europe,Germany,Leipzig,169530,217050,Wholesale,2024-Q3,2024-08
2024-08-19,Facility Maintenance Service,Construction Services,Asia Pacific,Singapore,West,202059,280397,Direct Sales,2024-Q3,2024-08
2024-08-19,Construction Equipment Rental,Investment Properties,Europe,United Kingdom,Sheffield,209958,218418,Partner,2024-Q3,2024-08
2024-08-19,Facility Maintenance Service,Construction Services,Asia Pacific,Japan,Tokyo,213417,257420,Online,2024-Q3,2024-08
2024-08-19,Property Valuation Service,Facility Management,North America,United States,Philadelphia,99844,116897,Retail,2024-Q3,2024-08
2024-08-20,Energy Management Solution,Real Estate Technology,Asia Pacific,Japan,Osaka,195827,251379,Retail,2024-Q3,2024-08
2024-08-20,Smart Building System,Investment Properties,Asia Pacific,Japan,Osaka,71973,67985,Partner,2024-Q3,2024-08
2024-08-20,Construction Project Management,Investment Properties,Asia Pacific,Australia,Wollongong,103027,123645,Wholesale,2024-Q3,2024-08
2024-08-20,Property Management Software,Investment Properties,Asia Pacific,Singapore,Central,146875,153333,Online,2024-Q3,2024-08
2024-08-20,Smart Building System,Real Estate Technology,Asia Pacific,Australia,Melbourne,96738,119601,Wholesale,2024-Q3,2024-08
2024-08-20,Energy Management Solution,Investment Properties,Europe,Germany,Essen,137126,177244,Partner,2024-Q3,2024-08
2024-08-20,Virtual Property Tours,Investment Properties,Asia Pacific,Singapore,Northeast,128554,147004,Partner,2024-Q3,2024-08
2024-08-20,Construction Equipment Rental,Property Management,Asia Pacific,Singapore,East,240543,239584,Retail,2024-Q3,2024-08
2024-08-20,Lease Management System,Investment Properties,Asia Pacific,Singapore,East,189407,260429,Direct Sales,2024-Q3,2024-08
2024-08-20,Real Estate Analytics Tool,Investment Properties,North America,Canada,Winnipeg,64375,49286,Wholesale,2024-Q3,2024-08
2024-08-20,Tenant Screening Service,Real Estate Technology,North America,United States,Los Angeles,99466,133272,Wholesale,2024-Q3,2024-08
2024-08-20,Virtual Property Tours,Property Management,North America,Mexico,Nezahualcóyotl,266452,334461,Retail,2024-Q3,2024-08
2024-08-20,Commercial Property Investment,Real Estate Technology,Asia Pacific,Japan,Nagoya,74354,60948,Partner,2024-Q3,2024-08
2024-08-20,Property Management Software,Construction Services,Asia Pacific,Australia,Melbourne,115079,98870,Retail,2024-Q3,2024-08
2024-08-21,Lease Management System,Construction Services,Asia Pacific,Australia,Sunshine Coast,99888,123167,Partner,2024-Q3,2024-08
2024-08-21,Virtual Property Tours,Real Estate Technology,North America,Mexico,Mexico City,126429,95981,Online,2024-Q3,2024-08
2024-08-21,Construction Equipment Rental,Facility Management,Europe,Germany,Munich,158997,217738,Partner,2024-Q3,2024-08
2024-08-21,Lease Management System,Facility Management,North America,Mexico,Chihuahua,264272,283917,Retail,2024-Q3,2024-08
2024-08-21,Commercial Property Investment,Real Estate Technology,North America,United States,Dallas,315636,323929,Direct Sales,2024-Q3,2024-08
2024-08-21,Energy Management Solution,Property Management,Europe,Germany,Hamburg,177842,248253,Online,2024-Q3,2024-08
2024-08-21,Construction Equipment Rental,Investment Properties,Asia Pacific,Singapore,East,108184,124169,Mobile App,2024-Q3,2024-08
2024-08-21,Property Listing Platform,Facility Management,Asia Pacific,Australia,Gold Coast,123029,96871,Wholesale,2024-Q3,2024-08
2024-08-21,Smart Building System,Construction Services,North America,Mexico,Chihuahua,285468,328622,Retail,2024-Q3,2024-08
2024-08-21,Facility Maintenance Service,Real Estate Technology,North America,Mexico,Guadalajara,167771,171631,Retail,2024-Q3,2024-08
2024-08-21,Facility Maintenance Service,Facility Management,North America,Mexico,Zapopan,257053,273802,Wholesale,2024-Q3,2024-08
2024-08-21,Real Estate CRM Platform,Real Estate Technology,North America,Canada,Ottawa,117990,122908,Wholesale,2024-Q3,2024-08
2024-08-22,Construction Equipment Rental,Real Estate Technology,North America,Mexico,Chihuahua,320307,413090,Partner,2024-Q3,2024-08
2024-08-22,Property Listing Platform,Investment Properties,Asia Pacific,Singapore,Central,152499,190710,Online,2024-Q3,2024-08
2024-08-22,Commercial Property Investment,Property Management,Europe,France,Strasbourg,153088,171266,Retail,2024-Q3,2024-08
2024-08-22,Property Management Software,Investment Properties,Asia Pacific,Japan,Kobe,66492,81618,Wholesale,2024-Q3,2024-08
2024-08-22,Property Valuation Service,Investment Properties,Europe,United Kingdom,Birmingham,153477,146963,Direct Sales,2024-Q3,2024-08
2024-08-22,Property Valuation Service,Facility Management,Europe,France,Nice,152751,126180,Direct Sales,2024-Q3,2024-08
2024-08-22,Construction Project Management,Investment Properties,Europe,France,Nice,190522,172743,Online,2024-Q3,2024-08
2024-08-22,Facility Maintenance Service,Real Estate Technology,Asia Pacific,Australia,Melbourne,198341,147689,Online,2024-Q3,2024-08
2024-08-22,Tenant Screening Service,Facility Management,Asia Pacific,Australia,Melbourne,81753,99591,Wholesale,2024-Q3,2024-08
2024-08-22,Virtual Property Tours,Facility Management,Asia Pacific,Japan,Fukuoka,67650,67849,Mobile App,2024-Q3,2024-08
2024-08-22,Lease Management System,Facility Management,North America,Canada,Mississauga,283059,314366,Mobile App,2024-Q3,2024-08
2024-08-22,Virtual Property Tours,Construction Services,Asia Pacific,Singapore,North,92779,65305,Retail,2024-Q3,2024-08
2024-08-22,Commercial Property Investment,Investment Properties,Europe,France,Nice,83359,75685,Wholesale,2024-Q3,2024-08
2024-08-22,Energy Management Solution,Construction Services,North America,United States,Dallas,232318,265347,Online,2024-Q3,2024-08
2024-08-22,Property Valuation Service,Facility Management,Asia Pacific,Japan,Fukuoka,195751,219928,Partner,2024-Q3,2024-08
2024-08-22,Smart Building System,Investment Properties,Europe,Germany,Cologne,107795,96404,Mobile App,2024-Q3,2024-08
2024-08-22,Facility Maintenance Service,Investment Properties,North America,United States,Chicago,194667,264891,Retail,2024-Q3,2024-08
2024-08-22,Smart Building System,Construction Services,North America,United States,Chicago,199688,179028,Direct Sales,2024-Q3,2024-08
2024-08-23,Real Estate CRM Platform,Investment Properties,Asia Pacific,Australia,Newcastle,183713,166857,Partner,2024-Q3,2024-08
2024-08-23,Lease Management System,Construction Services,Europe,United Kingdom,Sheffield,334950,400309,Retail,2024-Q3,2024-08
2024-08-23,Property Listing Platform,Facility Management,Europe,France,Toulouse,225520,252324,Direct Sales,2024-Q3,2024-08
2024-08-23,Property Valuation Service,Construction Services,Asia Pacific,Singapore,East,134541,96342,Online,2024-Q3,2024-08
2024-08-23,Smart Building System,Construction Services,Europe,Germany,Frankfurt,134496,111461,Mobile App,2024-Q3,2024-08
2024-08-23,Commercial Property Investment,Facility Management,Asia Pacific,Japan,Tokyo,211895,213142,Mobile App,2024-Q3,2024-08
2024-08-23,Property Management Software,Property Management,Asia Pacific,Japan,Saitama,49334,46853,Partner,2024-Q3,2024-08
2024-08-23,Property Valuation Service,Real Estate Technology,North America,Canada,Ottawa,220795,210496,Retail,2024-Q3,2024-08
2024-08-23,Property Management Software,Construction Services,Asia Pacific,Japan,Kawasaki,227574,292660,Retail,2024-Q3,2024-08
2024-08-23,Lease Management System,Real Estate Technology,Asia Pacific,Japan,Yokohama,124201,111384,Direct Sales,2024-Q3,2024-08
2024-08-23,Virtual Property Tours,Construction Services,Europe,France,Lille,109497,111954,Wholesale,2024-Q3,2024-08
2024-08-23,Energy Management Solution,Investment Properties,Europe,France,Lyon,399876,390498,Direct Sales,2024-Q3,2024-08
2024-08-23,Building Design Software,Investment Properties,North America,Canada,Winnipeg,221357,166647,Direct Sales,2024-Q3,2024-08
2024-08-23,Real Estate CRM Platform,Investment Properties,Europe,United Kingdom,Bristol,89148,115705,Online,2024-Q3,2024-08
2024-08-23,Real Estate Analytics Tool,Facility Management,Asia Pacific,Australia,Perth,117099,94823,Mobile App,2024-Q3,2024-08
2024-08-23,Facility Maintenance Service,Real Estate Technology,North America,United States,Chicago,89754,102093,Mobile App,2024-Q3,2024-08
2024-08-23,Property Valuation Service,Construction Services,Asia Pacific,Japan,Fukuoka,214593,164357,Online,2024-Q3,2024-08
2024-08-23,Building Design Software,Construction Services,North America,Mexico,Guadalajara,433660,583615,Direct Sales,2024-Q3,2024-08
2024-08-23,Smart Building System,Real Estate Technology,Asia Pacific,Japan,Tokyo,79109,60384,Wholesale,2024-Q3,2024-08
2024-08-23,Energy Management Solution,Investment Properties,Asia Pacific,Japan,Tokyo,139409,119439,Mobile App,2024-Q3,2024-08
2024-08-23,Commercial Property Investment,Investment Properties,Asia Pacific,Japan,Tokyo,173124,233857,Direct Sales,2024-Q3,2024-08
2024-08-23,Tenant Screening Service,Real Estate Technology,Asia Pacific,Singapore,East,139493,104824,Mobile App,2024-Q3,2024-08
2024-08-24,Property Valuation Service,Investment Properties,Europe,Germany,Munich,174946,193359,Partner,2024-Q3,2024-08
2024-08-24,Commercial Property Investment,Real Estate Technology,Europe,United Kingdom,Manchester,219632,291709,Partner,2024-Q3,2024-08
2024-08-24,Tenant Screening Service,Property Management,North America,Mexico,Puebla,187713,223546,Partner,2024-Q3,2024-08
2024-08-24,Real Estate Analytics Tool,Property Management,North America,United States,Phoenix,271799,293778,Retail,2024-Q3,2024-08
2024-08-24,Construction Project Management,Investment Properties,North America,Mexico,León,139549,134659,Mobile App,2024-Q3,2024-08
2024-08-24,Tenant Screening Service,Facility Management,North America,Canada,Montreal,169758,140488,Partner,2024-Q3,2024-08
2024-08-24,Lease Management System,Construction Services,Asia Pacific,Singapore,Northeast,150642,194675,Online,2024-Q3,2024-08
2024-08-24,Property Management Software,Property Management,Europe,France,Toulouse,212064,201876,Direct Sales,2024-Q3,2024-08
2024-08-24,Construction Equipment Rental,Construction Services,Europe,United Kingdom,Bristol,282504,210755,Partner,2024-Q3,2024-08
